,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,sqft_above,sqft_basement,yr_built,yr_renovated,street,city,statezip,country,lat,long
3884,795000.0,4,2.5,2890,7798,2,0,0,3,2890,0,2005,0,15941 SE Cougar Mountain Way,Bellevue,WA 98006,USA,47.544529128819484,-122.12753200914449
3885,274500.0,3,2.25,1450,4050,2,0,0,3,1450,0,2010,0,26133 242nd Ave SE,Maple Valley,WA 98038,USA,47.36697325,-122.01908539949902
3886,265050.0,2,1.5,800,2119,2,0,0,3,800,0,2008,0,5257 23rd Ave SW,Seattle,WA 98106,USA,47.55574896570513,-122.36174750068764
3887,567500.0,3,2.5,2280,2502,2,0,0,3,1880,400,2006,0,561 Mountain View Ln NW,Issaquah,WA 98027,USA,47.537586297132925,-122.07356147331059
3888,915000.0,3,4.5,3850,62726,2,0,0,3,3120,730,2013,1,21101-21199 NE 78th St,Redmond,WA 98053,USA,0.0,0.0
3889,285000.0,5,2.5,2270,6300,2,0,0,3,2270,0,1995,0,12840 SE 307th Pl,Auburn,WA 98092,USA,47.3264633939394,-122.16989621212122
3890,445838.0,3,2.5,2250,5692,2,0,0,3,2250,0,2000,0,10010 37th Ave SW,Seattle,WA 98146,USA,47.51340889473684,-122.37895526315789
3891,304900.0,4,1.75,2600,11325,1,0,0,4,1610,990,1969,0,23030 100th Ave SE,Kent,WA 98031,USA,47.395516367346936,-122.20728108163266
3892,940000.0,4,2.0,2490,9525,2,0,0,5,2490,0,1968,0,4558 91st Ave SE,Mercer Island,WA 98040,USA,47.56419244518978,-122.21745264660153
3893,1127000.0,4,2.5,3160,8281,2,0,0,4,3160,0,1995,0,709 7th St S,Kirkland,WA 98033,USA,47.669900557935534,-122.195043
3894,835000.0,4,4.25,4930,25714,2,0,0,3,4930,0,2005,0,32805 145th Pl SE,Auburn,WA 98092,USA,47.5550207,-122.1466304
3895,290000.0,3,1.0,1440,11250,1,0,0,3,1440,0,1967,1,1901 Shattuck Ave S,Renton,WA 98055,USA,47.462721,-122.212761
3896,250000.0,3,1.75,1770,8868,1,0,0,4,1770,0,1959,0,1201-1215 O St NE,Auburn,WA 98002,USA,46.3744158,-94.1743315
3897,342000.0,4,2.5,2300,6448,2,0,0,3,2300,0,2001,0,24612 102nd Pl SE,Kent,WA 98030,USA,47.38089354545454,-122.20409827272728
3898,1012000.0,4,2.5,2980,16263,2,0,0,3,2980,0,1989,0,6410 141st Ave SE,Bellevue,WA 98006,USA,47.5462440993765,-122.15329458773708
3899,400000.0,4,2.25,2230,7200,1,0,0,4,1300,930,1963,0,2357 N 187th St,Shoreline,WA 98133,USA,47.764888,-122.330224
3900,312500.0,3,1.75,1830,7969,1,0,0,3,930,900,1950,1,306 S 15th St,Renton,WA 98055,USA,39.76481565,-94.84261599816936
3901,267000.0,3,1.0,1740,10875,1,0,0,4,1020,720,1962,0,4035 S 150th St,Tukwila,WA 98188,USA,47.468659712707186,-122.2827586685083
3902,575000.0,3,1.75,1530,6743,1,0,0,3,1410,120,1955,1,4931 SW Forney St,Seattle,WA 98116,USA,47.574566454545455,-122.39520833333333
3903,810000.0,3,1.5,1520,9041,1,0,0,4,1520,0,1954,1,9530 NE 5th St,Bellevue,WA 98004,USA,45.624254084949804,-122.57498299977482
3904,850000.0,3,2.5,3230,5000,2,0,2,5,2430,800,1945,0,2431 NW Neptune Pl,Seattle,WA 98117,USA,47.70060193360397,-122.38801746636217
3905,1015000.0,3,3.25,3620,4000,2,0,0,3,2730,890,2005,0,3505 W McGraw St,Seattle,WA 98199,USA,47.639466,-122.402816
3906,1100000.0,4,3.75,5070,60123,2,0,0,3,5070,0,2000,0,5725 251st Ct NE,Redmond,WA 98053,USA,47.65680555,-122.00384252314761
3907,240000.0,3,1.75,1570,8750,1,0,0,3,1570,0,1960,1,17820 1st Avenue South,Burien,WA 98148,USA,47.44258915,-122.33315230271242
3908,198000.0,4,1.75,2080,7200,1,0,0,4,1050,1030,1966,0,4114 S 294th St,Auburn,WA 98001,USA,47.3383381,-122.28196271856291
3909,565000.0,4,2.5,2230,8624,1,0,0,4,1430,800,1969,0,14021 NE 62nd St,Redmond,WA 98052,USA,47.66234326666667,-122.1524458
3912,815000.0,4,2.5,3150,4203,2,0,0,3,3150,0,2002,0,9714 132nd Ave NE,Kirkland,WA 98033,USA,47.68828749494949,-122.16469294949495
3914,588000.0,5,3.0,2190,4900,2,0,0,5,1490,700,1940,0,8314 Jones Ave NW,Seattle,WA 98117,USA,47.68893374747474,-122.38635935353535
3915,280500.0,4,2.5,1890,6962,2,0,0,3,1890,0,1997,0,30021 114th Way SE,Auburn,WA 98092,USA,47.333132375,-122.18826625
3916,390000.0,4,2.0,1900,76877,1,0,0,3,1900,0,2004,1,17116 SE Covington Sawyer Rd,Kent,WA 98042,USA,47.34795812643552,-122.11326377427994
3917,509000.0,2,1.5,1930,3521,2,0,0,3,1930,0,1989,0,78 145th Pl SE,Bellevue,WA 98007,USA,47.609253800000005,-122.1461652980922
3918,490600.0,3,2.5,3316,11447,2,0,0,3,3316,0,1986,0,33247-33248 2nd Pl SW,Federal Way,WA 98023,USA,0.0,0.0
3919,650000.0,3,1.5,1380,4500,1,0,0,5,1380,0,1960,0,2719 63rd Ave SE,Mercer Island,WA 98040,USA,47.58674127006005,-122.24987749875255
3920,715000.0,3,4.0,2080,2250,3,0,4,3,2080,0,1997,0,4326 Greenwood Ave N,Seattle,WA 98103,USA,47.65981615,-122.35516747215485
3921,529950.0,3,1.0,1240,5000,1,0,0,5,1240,0,1909,1,820 NW 64th St,Seattle,WA 98107,USA,25.83365515151515,-80.21090758585859
3922,265000.0,3,1.0,1020,8610,1,0,0,5,1020,0,1959,0,3704 NE 9th Ct,Renton,WA 98056,USA,47.4971024357407,-122.16904478763868
3924,1140000.0,3,2.5,2780,33503,1,0,1,4,2110,670,1969,0,2800-2998 194th Ave SE,Sammamish,WA 98075,USA,0.0,0.0
3925,610000.0,3,2.0,2300,13418,1,0,0,3,1430,870,1955,1,335-345 105th Ave SE,Bellevue,WA 98004,USA,47.4064332,-122.2009615
3926,554729.0,4,2.5,2020,4350,2,0,0,5,1730,290,1943,0,4109 W Bertona St,Seattle,WA 98199,USA,47.650372591836735,-122.40980585714286
3927,395000.0,5,1.75,1840,10453,1,0,2,3,1360,480,1948,1,2716 SW 170th St,Burien,WA 98166,USA,47.45055627179733,-122.36755732050668
3928,341000.0,3,1.0,1390,4814,1,0,0,3,1390,0,1908,1,8116 8th Ave NE,Seattle,WA 98115,USA,47.687694877551024,-122.32014514285714
3929,264500.0,4,2.25,2060,11385,1,0,0,4,1200,860,1962,0,2152 SW 323rd St,Federal Way,WA 98023,USA,47.312914,-122.3437989
3930,395000.0,4,2.75,2640,35070,1,0,0,3,2640,0,1963,1,19803 121st Ave SE,Kent,WA 98031,USA,47.42415694983278,-122.18026298327759
3931,640000.0,3,2.25,1980,10115,1,0,0,3,1980,0,1959,1,3060 124th Ave NE,Bellevue,WA 98005,USA,47.63744212149384,-122.17415549110027
3932,430000.0,3,1.5,1810,5080,1,0,0,3,1030,780,1958,1,7321 39th Ave NE,Seattle,WA 98115,USA,47.68152476767677,-122.28653364646465
3933,410000.0,4,2.5,1700,9000,1,0,0,5,1700,0,1972,0,14214 81st Ave NE,Kirkland,WA 98034,USA,47.73028283318261,-122.23331295362725
3934,220000.0,4,1.0,1200,6000,1,0,0,3,1200,0,1923,1,7943 13th Ave SW,Seattle,WA 98106,USA,47.53145127272727,-122.35181769696969
3936,405500.0,2,2.75,1350,1252,2,0,0,3,1120,230,2006,0,9126 45th Ave SW,Seattle,WA 98136,USA,47.5219957,-122.3899355
3937,633000.0,4,2.5,2360,10000,1,0,3,3,1980,380,1977,1,3323-3325 33rd Ave SW,Seattle,WA 98126,USA,46.8305488,-96.8284008
3938,295950.0,2,1.0,1190,6200,1,0,0,3,1190,0,1948,1,1610 N 185th St,Shoreline,WA 98133,USA,47.76334020408163,-122.34014214285713
3939,1042031.0,4,5.0,4110,43560,2,0,0,4,4110,0,1978,1,2808 120th Ave NE,Bellevue,WA 98005,USA,35.254060990193395,-97.265391
3940,605000.0,4,2.5,2800,10786,1,0,0,3,1420,1380,1970,1,16674 SE 17th St,Bellevue,WA 98008,USA,47.59585533918806,-122.11731533869448
3941,255000.0,2,1.5,920,1598,2,0,0,3,920,0,1995,0,10740 Stone Ave N,Seattle,WA 98133,USA,47.7080748,-122.3415214
3942,474000.0,3,1.75,1530,8000,2,0,0,3,1530,0,1978,0,10828 157th Ave NE,Redmond,WA 98052,USA,47.697069,-122.13020228571429
3943,370000.0,2,1.0,860,5040,1,0,0,3,860,0,1956,1,9257 7th Ave NW,Seattle,WA 98117,USA,47.697651699999994,-122.3649553671449
3944,288000.0,3,2.5,1520,3593,2,0,0,3,1520,0,2004,1,22412 SE 243rd St,Maple Valley,WA 98038,USA,47.38425475,-122.0420620136874
3945,100000.0,2,0.75,660,5240,1,0,0,4,660,0,1912,1,749 1st Ave N,Kent,WA 98032,USA,47.38755285714286,-122.23354612244898
3946,1150000.0,5,2.5,3580,8921,2,0,0,3,3580,0,2000,0,409 20th Ave,Kirkland,WA 98033,USA,47.693137782608694,-122.20228534782609
3947,600000.0,5,2.25,3000,13899,2,0,0,4,3000,0,1975,0,17612 NE 30th Pl,Redmond,WA 98052,USA,47.63714842490687,-122.10457751566479
3948,515000.0,5,3.25,2740,9629,1,0,0,5,1390,1350,1977,0,10723 NE 189th St,Bothell,WA 98011,USA,47.764510200000004,-122.19683069702157
3949,345000.0,4,2.5,2040,5523,2,0,0,3,2040,0,1999,0,455 S 190th St,Burien,WA 98148,USA,47.43243995254293,-122.3293835021847
3950,975000.0,6,2.75,2520,54160,2,1,4,3,2520,0,1954,1,3405 SW Seola Ln,Seattle,WA 98146,USA,47.497049310971484,-122.37579127722509
3951,850000.0,3,2.0,2470,8800,2,0,0,3,2470,0,1961,1,3914 88th Ave SE,Mercer Island,WA 98040,USA,47.57550332529022,-122.22195842217778
3952,439990.0,3,2.5,1930,1348,2,0,0,3,1300,630,2005,0,3433 21st Ave W,Seattle,WA 98199,USA,47.65132905,-122.38384963491976
3953,554950.0,3,2.5,2950,10254,2,0,0,3,2950,0,2006,0,409 Pasco Pl NE,Renton,WA 98059,USA,47.4888168,-122.1401825747304
3954,605000.0,3,2.5,2610,6405,2,0,0,3,2610,0,2001,0,7102 Curtis Dr SE,Snoqualmie,WA 98065,USA,47.53831697391563,-121.87531043316716
3955,609000.0,3,1.75,1630,1526,3,0,0,3,1630,0,2014,0,3644 Phinney Ave N,Seattle,WA 98103,USA,47.6535653,-122.354131
3956,425000.0,3,1.5,1400,1022,3,0,0,3,1400,0,2007,0,1018 NE 96th St,Seattle,WA 98115,USA,47.69864245454546,-122.31720881818183
3957,399900.0,2,1.75,1410,1005,1,0,0,3,900,510,2011,0,932-968 NE High St,Issaquah,WA 98029,USA,0.0,0.0
3958,1025000.0,4,3.5,4370,10860,2,0,0,3,4370,0,2008,0,5350 NE 16th St,Renton,WA 98059,USA,47.50659345,-122.14788112482802
3960,519995.0,4,3.0,2590,6160,2,0,0,3,2590,0,2014,0,14012 163rd Pl SE,Renton,WA 98059,USA,47.47601819815306,-122.12258009923283
3961,625000.0,3,1.5,1300,7200,1,0,0,5,1300,0,1960,0,619 9th Ave,Kirkland,WA 98033,USA,40.7596478,-73.9919816
3962,600000.0,3,2.5,2320,7609,2,0,0,3,2320,0,2003,0,769-821 Big Tree Dr NW,Issaquah,WA 98027,USA,0.0,0.0
3965,671000.0,4,3.0,3130,5700,1,0,0,3,1750,1380,1953,0,4222 NE 72nd St,Seattle,WA 98115,USA,47.680970251705205,-122.2836229155269
3966,459500.0,3,1.75,1470,4950,1,0,0,3,1030,440,1984,0,14301 Wallingford Ave N,Seattle,WA 98133,USA,47.732436,-122.337086
3967,499000.0,3,2.5,1540,1326,3,0,0,3,1390,150,1995,0,2841 13th Ave W,Seattle,WA 98119,USA,47.645141557475185,-122.37314533555465
3969,395000.0,3,1.75,1480,7700,1,0,0,3,1480,0,1975,0,13547 104th Pl NE,Kirkland,WA 98034,USA,47.722434811335326,-122.20202448206267
3970,861990.0,5,2.75,3595,5639,2,0,0,3,3595,0,2014,0,9622 242nd Way NE,Redmond,WA 98053,USA,47.684365186844474,-122.01548615112844
3971,382500.0,2,1.0,1190,4440,1,0,0,3,1190,0,1981,1,3825 NE 117th St,Seattle,WA 98125,USA,47.7135282,-122.2869979
3972,404950.0,4,2.25,2340,217014,1,0,0,4,2340,0,1982,1,19415 SE 342nd St,Auburn,WA 98092,USA,47.2953135,-122.08344900030839
3973,530000.0,3,1.75,1320,2500,1,0,0,3,870,450,1918,0,2108 NE 54th St,Seattle,WA 98105,USA,45.66134225869858,-122.65014703796535
3974,195000.0,2,1.0,1190,27007,1,0,0,4,1190,0,1910,0,205 SW Gibson Ln,Issaquah,WA 98027,USA,47.524171192150305,-122.04002002697212
3975,747500.0,4,2.25,2350,18600,2,0,0,4,2350,0,1977,0,16327 Inglewood Pl NE,Kenmore,WA 98028,USA,47.747024,-122.256896
3976,199990.0,3,1.0,1100,8560,1,0,0,3,1100,0,1961,1,214 SW 305th St,Federal Way,WA 98023,USA,47.32888092307692,-122.33790376923078
3977,548800.0,4,1.0,1660,4704,1,0,0,3,1260,400,1930,1,8612 8th Ave NE,Seattle,WA 98115,USA,47.6918492,-122.3200033
3978,870000.0,4,3.0,3040,36246,1,0,0,3,2680,360,1923,1,200 E Lake Sammamish Pkwy NE,Sammamish,WA 98074,USA,47.60951341414142,-122.07093445454545
3979,588000.0,3,2.0,1860,4777,2,0,0,5,1860,0,1908,0,8222 16th Ave NE,Seattle,WA 98115,USA,48.61184947682113,-100.36391983804387
3980,775000.0,4,3.25,4100,241322,2,0,0,3,2500,1600,1981,1,18096-18162 NE 143rd Pl,Woodinville,WA 98072,USA,0.0,0.0
3981,670000.0,6,3.0,4050,36171,2,0,0,4,2620,1430,1970,0,14717 245th Ave SE,Issaquah,WA 98027,USA,47.4707925,-122.01463272911352
3982,445000.0,2,2.0,1240,2500,2,0,0,3,1240,0,1985,0,2847 NW 70th St,Seattle,WA 98117,USA,47.679416515151516,-122.3937038888889
3983,300000.0,4,3.0,2200,10800,1,0,0,3,2200,0,1960,1,17237 129th Ave SE,Renton,WA 98058,USA,47.44765734162972,-122.16882624202105
3984,480000.0,3,2.25,1680,9090,1,0,0,4,1130,550,1959,0,305 158th Pl SE,Bellevue,WA 98008,USA,47.60680405970149,-122.12998229850746
3985,300000.0,3,1.0,930,5160,1,0,0,5,930,0,1919,1,8631 17th Ave SW,Seattle,WA 98106,USA,47.52613790909091,-122.35654321212121
3986,360000.0,3,1.5,1800,22000,2,0,0,3,1800,0,1931,0,3714 S 128th St,Tukwila,WA 98168,USA,47.48879794488119,-122.28648863073201
3987,527000.0,6,3.5,3000,8401,1,0,0,3,1500,1500,1979,1,12750 27th Ave NE,Seattle,WA 98125,USA,47.721497248322144,-122.2989863489933
3988,875000.0,3,1.5,1820,12686,1,0,0,4,1820,0,1952,0,2424 109th Ave SE,Bellevue,WA 98004,USA,47.58850844897959,-122.19504077551021
3989,266000.0,4,2.25,1995,7102,2,0,0,4,1995,0,1981,0,33724 27th Pl SW,Federal Way,WA 98023,USA,47.29873143959423,-122.37022291976513
3990,866000.0,4,3.25,3990,9786,2,0,0,3,3990,0,2004,1,Nuthatch Trail,Redmond,WA 98053,USA,38.6674723,-79.299708
3991,335950.0,2,1.5,800,5192,1,0,0,5,800,0,1951,0,10203 42nd Ave SW,Seattle,WA 98146,USA,47.51194009090909,-122.38597613131313
3992,215000.0,3,1.0,960,9563,1,0,0,5,960,0,1967,0,1625 SW 351st St,Federal Way,WA 98023,USA,47.28657803007729,-122.35593452633701
3993,481000.0,4,2.5,2286,8269,2,0,0,3,2286,0,2002,0,1831 NE 29th Ct,Renton,WA 98056,USA,29.219768,-82.096233
3994,320000.0,3,1.75,2220,11646,1,0,0,3,1270,950,1950,1,5608 NE 204th St,Kenmore,WA 98028,USA,47.77608128191568,-122.27001217018565
3995,295000.0,3,1.75,1940,7500,1,0,0,4,1940,0,1918,1,1708 Franklin St,Enumclaw,WA 98022,USA,37.87417691954113,-122.28603307146804
3996,295000.0,3,1.5,1640,7222,2,0,0,4,1640,0,1908,0,9047 4th Ave S,Seattle,WA 98108,USA,47.52231262901724,-122.32975480789345
3997,320000.0,3,1.0,1120,10576,1,0,0,4,1120,0,1969,0,17722 199th Ave NE,Woodinville,WA 98077,USA,47.75708419561435,-122.07241525740852
3998,780000.0,4,2.0,2600,4800,1,0,2,3,1400,1200,1953,0,1937 10th Ave W,Seattle,WA 98119,USA,47.63634509090909,-122.370471
3999,437500.0,3,2.0,1490,4800,2,0,0,5,1490,0,1948,1,309 NW 89th St,Seattle,WA 98117,USA,47.693433268456374,-122.36091587919464
4000,443000.0,5,1.75,1650,3000,1,0,0,3,1650,0,1902,0,814 20th Ave S,Seattle,WA 98144,USA,47.595639250000005,-122.30606691666667
4001,575000.0,4,2.5,2400,6137,2,0,0,3,2400,0,1990,1,22447 NE 9th Dr,Sammamish,WA 98074,USA,47.61848746592519,-122.04040626008076
4002,245000.0,2,1.0,1500,6685,1,0,0,3,1190,310,1926,1,12226 Phinney Ave N,Seattle,WA 98133,USA,47.718042718120806,-122.35409399328859
4003,450000.0,3,2.5,1990,12793,2,0,0,3,1990,0,1993,0,14543 86th Pl NE,Kenmore,WA 98028,USA,47.73419067887766,-122.22615310334588
4004,536000.0,2,1.5,1130,746,2,0,0,3,1030,100,2009,0,5412 6th Ave NW,Seattle,WA 98107,USA,47.6683621,-122.3631069
4005,685000.0,3,3.25,2030,11070,2,0,0,4,2030,0,1980,0,16725 NE 42nd Ct,Redmond,WA 98052,USA,47.64797358052968,-122.11621005074377
4006,373000.0,4,1.75,1590,7920,2,0,0,4,1590,0,1960,1,16016 Burke Ave N,Shoreline,WA 98133,USA,47.7452603054051,-122.33593738171346
4007,450000.0,3,1.75,1480,8394,1,0,0,4,1480,0,1971,0,6201 147th Ct NE,Redmond,WA 98052,USA,47.663658,-122.144119
4008,645000.0,4,2.5,2690,18653,2,0,0,3,2690,0,1985,0,4117 211th Pl NE,Sammamish,WA 98074,USA,47.64539675510204,-122.05860895918367
4010,230000.0,3,1.0,1390,6000,1,0,0,3,1390,0,1954,1,880 Monroe Ave NE,Renton,WA 98056,USA,47.49745555102041,-122.175016
4011,593000.0,3,2.75,1830,1850,2,0,0,3,1690,140,2011,0,2101-2499 NW Stoney Creek Dr,Issaquah,WA 98027,USA,44.7004407,-63.3852185
4012,558000.0,2,2.0,1580,5750,1,0,0,5,790,790,1910,0,4052 41st Ave SW,Seattle,WA 98116,USA,47.567381448979596,-122.38400753061224
4013,538250.0,3,2.25,2590,15229,2,0,3,3,2590,0,1984,0,23105 Marine View Dr S,Des Moines,WA 98198,USA,47.39474,-122.3239325
4014,475000.0,5,2.5,2510,8050,1,0,0,4,1490,1020,1977,0,12608 NE 134th Pl,Kirkland,WA 98034,USA,47.721053,-122.173752
4015,209950.0,3,1.5,1180,7300,1,0,0,4,1180,0,1968,0,2601-2667 Alpine St SE,Auburn,WA 98002,USA,0.0,0.0
4016,410000.0,3,2.25,1450,19206,2,0,0,3,1450,0,1989,0,1107 216th Ave NE,Sammamish,WA 98074,USA,45.36111270993798,-93.24394484282335
4018,670000.0,5,2.5,2860,68519,2,0,0,5,2860,0,1958,0,37927 SE 82nd Pl,Snoqualmie,WA 98065,USA,47.52672390909091,-121.83653636363637
4019,821000.0,3,2.75,2760,8476,1,0,0,4,1690,1070,1967,0,6950 93rd Ave SE,Mercer Island,WA 98040,USA,47.540374240766894,-122.21503673779804
4020,665000.0,5,2.0,2800,17788,1,0,0,4,1400,1400,1963,0,7502 132nd Ave NE,Kirkland,WA 98033,USA,48.3984743,-97.7967435
4021,339000.0,3,2.5,1450,3748,2,0,0,3,1450,0,2004,1,7621 Orchard Ave SE,Snoqualmie,WA 98065,USA,47.532649,-121.850527
4022,631500.0,4,2.0,2530,5650,1,0,0,4,1910,620,1910,0,2900-2998 Fairmount Ave SW,Seattle,WA 98116,USA,0.0,0.0
4023,570000.0,3,2.0,1640,2808,1,0,3,4,820,820,1924,0,3209 S Charles St,Seattle,WA 98144,USA,47.594469530612244,-122.29121632653062
4024,437000.0,3,1.75,2220,17568,1,0,0,4,2220,0,1967,0,16527 191st Pl NE,Woodinville,WA 98072,USA,47.748541173921126,-122.08288430273093
4025,542500.0,3,2.5,2040,10086,2,0,0,3,2040,0,1987,1,8511 170th Ct NE,Redmond,WA 98052,USA,47.67909555,-122.11316409533416
4026,229500.0,3,1.0,1230,6000,1,0,0,4,1230,0,1967,0,1605 21st St NE,Auburn,WA 98002,USA,47.325569521511774,-122.20895594534191
4027,170500.0,2,1.0,1060,7700,1,0,0,3,820,240,1981,1,1019 S 22nd Ct,Renton,WA 98055,USA,47.45992679330879,-122.20598551774667
4028,391500.0,3,2.5,1920,9625,2,0,0,3,1920,0,1993,0,955 11th Ct SW,North Bend,WA 98045,USA,47.487142469387756,-121.79966485714286
4029,296475.0,3,2.5,1520,4170,2,0,0,3,1520,0,2004,1,24312 226th Ave SE,Maple Valley,WA 98038,USA,47.3841834,-122.0400363
4031,888550.0,3,2.5,3540,38322,2,0,0,3,3540,0,1989,0,21837 NE 102nd St,Redmond,WA 98053,USA,47.6893759151792,-122.04832052997025
4033,328000.0,3,2.0,2250,7904,1,0,0,3,2250,0,1998,1,1512 10th Ct NW,Auburn,WA 98001,USA,47.31722576722906,-122.25187494418313
4034,300000.0,4,2.5,2090,5195,2,0,0,3,2090,0,2007,0,22736 129th Pl SE,Kent,WA 98031,USA,47.39875555658697,-122.16625197411223
4035,500000.0,3,2.5,1720,3012,2,0,0,3,1720,0,2011,0,14020 Meridian Ave N,Seattle,WA 98133,USA,47.73074593548387,-122.3341164516129
4036,494815.0,3,2.5,1910,2091,2,0,0,3,1910,0,2014,0,1273 NE Hickory Ln,Issaquah,WA 98029,USA,47.54437312872716,-122.01258410836802
4037,378000.0,3,2.5,1601,2491,3,0,0,3,1536,65,2007,0,12341 10th Pl NE,Seattle,WA 98125,USA,47.7190208,-122.3168125
4038,505000.0,2,2.25,1060,1209,2,0,0,3,940,120,2006,0,2000 Yale Ave E,Seattle,WA 98102,USA,47.6368926,-122.3269105
4039,680000.0,4,2.75,2330,3920,2,0,0,3,2330,0,2005,0,3440 NE Marion Ln,Issaquah,WA 98029,USA,47.552850178137874,-121.98996788375695
4040,351999.0,3,2.5,2370,4200,2,0,0,3,2370,0,2014,0,25828 243rd Ave SE,Maple Valley,WA 98038,USA,47.370299200000005,-122.01657383054206
4041,510000.0,3,2.5,1420,1237,3,0,0,3,1420,0,2014,0,2252 NW 62nd St,Seattle,WA 98107,USA,47.673912525252526,-122.38557505050505
4043,374000.0,2,1.5,1260,1575,2,0,0,3,1260,0,2001,0,2900-2948 S Irving St,Seattle,WA 98144,USA,0.0,0.0
4044,509900.0,3,2.5,3030,9053,2,0,0,3,3030,0,2009,0,5221 NE 7th Pl,Renton,WA 98059,USA,47.4944557410088,-122.14939223015251
4045,230000.0,3,1.75,1140,1201,2,0,0,3,1140,0,2014,0,4424-4438 Martin Luther King Jr Way S,Seattle,WA 98108,USA,0.0,0.0
4046,527700.0,5,2.5,2820,9375,1,0,0,4,1550,1270,1968,0,15910 SE 42nd Pl,Bellevue,WA 98006,USA,47.570544,-122.12838702040817
4047,438000.0,2,2.0,1270,1372,3,0,0,3,1270,0,2000,0,848 NE 67th St,Seattle,WA 98115,USA,25.837270953020134,-80.18177442281879
4048,900000.0,3,2.5,3180,12600,2,0,0,4,3180,0,1978,1,3004 211th Ave NE,Sammamish,WA 98074,USA,47.638473741496085,-122.05790033231423
4049,1131000.0,3,2.25,2790,13791,1,0,3,3,2790,0,2006,0,18125 Brittany Dr SW,Normandy Park,WA 98166,USA,47.439361898274484,-122.35117411944908
4050,439000.0,4,2.25,2570,9503,2,0,0,3,2570,0,1980,0,18719 129th Ct NE,Bothell,WA 98011,USA,47.76383445,-122.16717117537749
4051,315000.0,2,1.0,1080,2674,1,0,0,4,720,360,1919,1,4820 12th Ave S,Seattle,WA 98108,USA,47.559533650000006,-122.31688668956683
4052,765000.0,4,4.0,3010,7221,2,0,0,3,3010,0,2004,1,2828 277th Terrace SE,Sammamish,WA 98075,USA,47.5830125623082,-121.97007122591796
4053,332000.0,3,2.25,2120,14915,1,0,0,3,1720,400,1979,1,27840 38th Pl S,Auburn,WA 98001,USA,47.352559549999995,-122.28505695
4054,600000.0,3,2.25,1900,46609,1,0,0,4,1440,460,1969,0,17308 167th Ave NE,Woodinville,WA 98072,USA,47.75330585164821,-122.11595443948205
4055,378500.0,3,2.5,2860,43821,2,0,0,4,2860,0,1990,0,14921 SE Auburn-Black Diamond Rd,Auburn,WA 98092,USA,47.3158311,-122.14220122530487
4056,190000.0,3,1.0,910,10575,1,0,0,4,910,0,1968,0,2536 S 365th Pl,Federal Way,WA 98003,USA,47.27414,-122.3009159
4057,645000.0,4,2.5,2850,37522,2,0,0,3,2850,0,1987,1,26007 SE 27th St,Sammamish,WA 98075,USA,47.585385,-121.991819
4058,780000.0,2,2.5,2560,2500,2,0,0,5,1690,870,1901,0,419 25th Ave E,Seattle,WA 98112,USA,47.62258405369128,-122.2999844966443
4059,370000.0,3,1.75,1570,16817,2,0,0,3,1570,0,1982,0,43719 SE 142nd St,North Bend,WA 98045,USA,47.47171365570123,-121.75674858006303
4060,875000.0,4,3.5,3110,108464,2,0,2,4,3110,0,1979,0,24119 SE 18th Pl,Sammamish,WA 98075,USA,47.59244641843928,-122.01672233252259
4061,1049000.0,4,3.75,4740,126759,2,0,0,4,4740,0,1991,0,27125-27131 SE 175th Pl,Issaquah,WA 98027,USA,47.444229,-121.97899005555556
4062,479000.0,3,1.0,1340,13750,1,0,0,4,1340,0,1955,1,14211 SE 37th St,Bellevue,WA 98006,USA,47.57736917061627,-122.15041926606229
4063,245000.0,4,2.25,2600,6390,1,0,0,3,1390,1210,1978,0,26th Ave SW,Federal Way,WA 98023,USA,47.2335595,-122.7771323
4064,542000.0,3,1.75,1070,8030,1,0,0,3,1070,0,1966,1,13820 NE 72nd Pl,Redmond,WA 98052,USA,47.66989244699356,-122.1558934718252
4065,557500.0,3,2.25,1820,9670,2,0,0,3,1820,0,1984,0,17213 NE 32nd St,Redmond,WA 98052,USA,47.6383756122449,-122.10395591836735
4066,480000.0,2,1.0,1060,3040,1,0,0,3,860,200,1924,1,2342 N 60th St,Seattle,WA 98103,USA,47.672374714285716,-122.32972257142858
4067,330000.0,3,2.25,2220,4060,1,0,0,3,1330,890,1993,0,5401 S Fletcher St,Seattle,WA 98118,USA,47.518929,-122.264921
4068,160000.0,3,1.0,1350,8700,1,0,0,3,1350,0,1942,1,17052 34th Ave S,SeaTac,WA 98188,USA,47.4507136060606,-122.28892505050504
4069,695500.0,5,2.75,2510,9180,1,0,1,4,1600,910,1975,0,3312 181st Pl NE,Redmond,WA 98052,USA,47.63886146142761,-122.09849066013264
4070,235500.0,5,2.5,2340,13713,1,0,0,2,1670,670,1967,0,30221 8th Ave S,Federal Way,WA 98003,USA,47.33115809090909,-122.3240740909091
4071,326500.0,3,1.0,1060,7920,1,0,0,4,1060,0,1968,0,4149-4399 19th Ave SW,Seattle,WA 98106,USA,0.0,0.0
4072,300000.0,4,2.5,2200,8065,2,0,0,3,2200,0,1998,1,9526 S 221st Pl,Kent,WA 98031,USA,47.404127867902524,-122.2120347226758
4073,267000.0,3,1.0,1400,8100,1,0,0,3,1400,0,1944,0,11520 36th Ave NE,Seattle,WA 98125,USA,47.712196974819214,-122.28917875871149
